# index, _pos
3907,"array([-2.23762593, -9.09896868])"
3908,"array([-2.46407302, -6.20574953])"
3909,"array([-1.61922816, -6.96470677])"
3910,"array([-4.00013898, -9.62634341])"
3911,"array([-2.03141852, -6.84768743])"
3912,"array([-2.8867158 , -9.11826666])"
3913,"array([-1.95354675, -7.17760185])"
3914,"array([-0.98401227, -9.70108475])"
3915,"array([-2.28108304, -8.13138205])"
3916,"array([-2.85927865, -8.05608532])"
3917,"array([-2.476615  , -8.34554138])"
3918,"array([-1.98118596, -8.5317709 ])"
3919,"array([ -2.07857433, -11.40706901])"
3920,"array([-3.10728018, -8.56688262])"
3921,"array([-1.44594757, -8.87272333])"
3922,"array([-3.4686232 , -8.35488841])"
3923,"array([-2.62380269, -9.14308296])"
3924,"array([-2.9763144 , -8.78052981])"
3925,"array([-2.95923739, -9.1610949 ])"
3926,"array([-2.54316235, -8.23563189])"
3927,"array([ -2.75975025, -10.77002179])"
3928,"array([-3.3289459 , -8.53738925])"
3929,"array([-3.60389395, -9.33260886])"
3930,"array([ -4.44139037, -10.05823386])"
3931,"array([-2.94586682, -7.35493594])"
3932,"array([-1.54119326, -8.59639189])"
3933,"array([-2.22958094, -9.00577002])"
3934,"array([ -2.66224708, -10.62541724])"
3935,"array([ -2.83780008, -10.15262072])"
3936,"array([ -2.91163995, -10.37688057])"
3937,"array([-2.9925655 , -8.68952075])"
3938,"array([-3.06607731, -8.17503431])"
3939,"array([-2.05795901, -9.05472494])"
3940,"array([-1.51094034, -9.83332918])"
3941,"array([ -1.28905834, -10.03124135])"
3942,"array([-2.67217971, -8.11055294])"
3943,"array([-1.81087578, -8.06506761])"
3944,"array([-1.50382829, -8.14279579])"
3945,"array([-3.22050795, -8.35928855])"
3946,"array([-2.05465673, -8.27812605])"
3947,"array([-3.55035268, -7.92639723])"
3948,"array([-2.66119877, -9.15385671])"
3949,"array([-1.69105761, -8.82763676])"
3950,"array([-1.94247956, -7.9342372 ])"
3951,"array([-1.39588919, -9.93743691])"
3952,"array([-1.72110528, -9.34757437])"
3953,"array([-1.75831422, -9.80911265])"
3954,"array([-2.41593737, -7.87708731])"
3955,"array([-3.42273154, -8.24287824])"
3956,"array([-3.51600731, -7.88850567])"
3957,"array([-2.74710639, -7.40985107])"
3958,"array([-3.24292912, -9.52173788])"
3959,"array([-2.07092689, -8.12442855])"
3960,"array([-2.20009023, -7.90962596])"
3961,"array([-2.9114349 , -8.78558741])"
3962,"array([-3.43150044, -8.31885971])"
3963,"array([-1.16609343, -9.10682161])"
3964,"array([-2.97942437, -8.31910998])"
3965,"array([-3.44581106, -8.5237289 ])"
3966,"array([ -2.81657664, -10.21780665])"
3967,"array([ -3.15713061, -10.16965369])"
3968,"array([-2.90181528, -9.89073584])"
3969,"array([ -2.93822874, -10.1335266 ])"
3970,"array([-2.98145242, -7.85563325])"
3971,"array([-3.58278068, -8.28093157])"
3972,"array([-3.59545315, -8.54116042])"
3973,"array([-2.92146591, -8.16652127])"
3974,"array([-3.72652572, -8.1940744 ])"
3975,"array([-3.78322296, -7.88811459])"
3976,"array([-3.35131696, -9.6317883 ])"
3977,"array([-3.57573989, -8.86782585])"
3978,"array([-4.44464213, -9.12880134])"
3979,"array([ -4.10385219, -10.01825462])"
3980,"array([ -3.2663219 , -10.55367008])"
3981,"array([-2.60988804, -9.53408414])"
3982,"array([ -2.97465624, -10.29392939])"
3983,"array([-1.7538868 , -7.24832784])"
3984,"array([-3.31867438, -8.74630551])"
3985,"array([ -2.18290172, -10.37269384])"
3986,"array([-3.31489531, -8.58846381])"
3987,"array([-3.84704513, -8.19886277])"
3988,"array([-2.92645451, -9.21462672])"
3989,"array([-3.19665924, -8.6957021 ])"
3990,"array([-1.95839331, -9.36570449])"
3991,"array([-2.71501822, -9.82667671])"
3992,"array([-3.26440845, -8.02954223])"
3993,"array([-3.75035202, -8.69991951])"
3994,"array([-3.25094126, -8.32122583])"
3995,"array([-3.23851847, -8.00423375])"
3996,"array([-3.58244101, -7.70246685])"
3997,"array([-1.65506474, -8.0099112 ])"
3998,"array([-2.79070193, -8.70410639])"
3999,"array([-3.34602067, -8.09326322])"
4000,"array([-2.2303905 , -8.76648483])"
4001,"array([-3.60574613, -8.06442024])"
4002,"array([-3.04759174, -8.8361761 ])"
4003,"array([-3.56776377, -8.34241771])"
4004,"array([-3.50360727, -9.05061053])"
4005,"array([-3.59866548, -9.1610293 ])"
4006,"array([-2.97775239, -8.42409191])"
4007,"array([-3.51970152, -8.52840868])"
4008,"array([-2.67039785, -9.94052016])"
4009,"array([-3.40655433, -9.55259289])"
4010,"array([-3.73646002, -8.13254376])"
4011,"array([-3.87459219, -9.30014071])"
4012,"array([-3.67748039, -8.14051203])"
4013,"array([-1.61043976, -6.3945179 ])"
4014,"array([-4.06817127, -8.72046359])"
4015,"array([-3.00834935, -8.03253533])"
4016,"array([-3.36628089, -8.26965835])"
4017,"array([-2.30813702, -8.8483544 ])"
4018,"array([-2.10406598, -9.10905348])"
4019,"array([ -1.33120079, -10.13135295])"
4020,"array([-3.64782335, -9.70675127])"
4021,"array([-1.30074208, -9.18812495])"
4022,"array([-3.64283212, -7.63197856])"
4023,"array([-3.48380139, -7.83598868])"
4024,"array([-3.90410957, -7.36766025])"
4025,"array([-2.36697998, -9.47611905])"
4026,"array([-3.68890827, -7.66866057])"
4027,"array([-3.11699876, -8.82057454])"
4028,"array([-3.20997928, -9.92327924])"
4029,"array([-1.6151346 , -9.02285107])"
4030,"array([-1.26105069, -9.11083277])"
4031,"array([ -3.29327807, -10.4167387 ])"
4032,"array([-3.40499845, -9.76170401])"
4033,"array([-1.71266626, -9.70947086])"
4034,"array([-1.83334871, -9.70557539])"
4035,"array([-2.56084366, -7.35921019])"
4036,"array([ -1.69416515, -10.2090524 ])"
4037,"array([ -3.04795291, -10.05547381])"
4038,"array([ -3.4306087 , -10.03150264])"
4039,"array([-2.64991365, -9.42954274])"
4040,"array([-1.88855477, -8.50647763])"
4041,"array([ -2.98203107, -10.45366778])"
4042,"array([ -2.56722039, -10.22322618])"
4043,"array([-2.03866248, -8.37688802])"
4044,"array([-3.70965716, -8.3693749 ])"
4045,"array([-3.39012718, -8.68239459])"
4046,"array([-3.09271388, -8.20533344])"
4047,"array([-4.66203403, -9.26212542])"
4048,"array([-3.71870191, -9.02237461])"
4049,"array([-2.93187675, -7.5443408 ])"
4050,"array([-3.7952776 , -8.88659851])"
4051,"array([-4.4343948 , -8.69489915])"
4052,"array([-3.88531318, -9.09879292])"
4053,"array([-2.80214038, -8.55953149])"
4054,"array([-3.0271963 , -9.73769975])"
4055,"array([-3.92762523, -8.14666144])"
4056,"array([-3.43239262, -8.76979186])"
4057,"array([-3.55428313, -8.74936547])"
4058,"array([-2.18575756, -8.58100201])"
4059,"array([-2.81875958, -8.99255562])"
4060,"array([-1.30269834, -8.24118198])"
4061,"array([-2.04141975, -8.10923051])"
4062,"array([-2.13493458, -7.75112544])"
4063,"array([-2.24443084, -7.50931963])"
4064,"array([-4.56836109, -9.18724035])"
4065,"array([ -3.50907372, -10.29378879])"
4066,"array([-3.13137574, -9.96456201])"
4067,"array([-3.66638264, -8.72986668])"
4068,"array([-3.7758705 , -8.39548511])"
4069,"array([-3.99561342, -8.62414602])"
4070,"array([ -2.88231951, -10.24794528])"
4071,"array([-3.90132038, -8.38030931])"
4072,"array([-3.30941112, -9.54777075])"
4073,"array([ -2.63945075, -10.42158716])"
4074,"array([ -2.55218822, -10.65169809])"
4075,"array([-3.40569352, -8.86999052])"
4076,"array([-4.38248674, -8.67930222])"
4077,"array([-3.51138432, -8.8368505 ])"
4078,"array([ -1.65337037, -10.16777917])"
4079,"array([-3.98011414, -8.5321471 ])"
4080,"array([-3.15067077, -8.00076268])"
4081,"array([-1.49383451, -8.42042643])"
4082,"array([-4.89444442, -8.9405627 ])"
4083,"array([-1.83287141, -7.58691054])"
4084,"array([-2.31891921, -7.66497521])"
4085,"array([-1.1937114 , -7.45510101])"
4086,"array([-2.95750412, -8.39178386])"
4087,"array([-1.66988469, -7.45551657])"
4088,"array([-2.0996104 , -8.35664252])"
4089,"array([-1.51999209, -8.05776535])"
4090,"array([-1.93338243, -9.18509254])"
4091,"array([-1.01916024, -9.27422511])"
4092,"array([-2.11960121, -7.61757414])"
4093,"array([-3.22078255, -8.42682919])"
4094,"array([-2.33093556, -9.36354206])"
4095,"array([-2.59843217, -9.11683222])"
4096,"array([ -3.15589452, -11.02478402])"
4097,"array([-3.98116752, -8.67651862])"
4098,"array([-4.18479074, -9.27753928])"
4099,"array([ -2.59776635, -10.83553687])"
4100,"array([-1.97306561, -8.12459021])"
4101,"array([-1.44382018, -9.69853901])"
4102,"array([-1.66898713, -9.7166345 ])"
4103,"array([-4.0903084 , -9.06799385])"
4104,"array([-2.91852723, -8.745966  ])"
4105,"array([-2.98143204, -9.55894896])"
4106,"array([-2.32097947, -8.65626643])"
4107,"array([-1.88569062, -9.40530946])"
4108,"array([-3.96898487, -9.52847863])"
4109,"array([-3.91667207, -9.87271178])"
4110,"array([ -2.91609368, -10.43916848])"
4111,"array([ -2.57992445, -10.26558992])"
4112,"array([-3.49627558, -8.49345134])"
4113,"array([-1.51647039, -9.2159361 ])"
4114,"array([ -2.81049456, -10.11296508])"
4115,"array([ -3.21456288, -11.09637669])"
4116,"array([ -2.58236142, -10.43529102])"
4117,"array([ -2.28109346, -10.44989659])"
4118,"array([ -2.76461261, -10.58838758])"
4119,"array([-1.56578887, -9.27039315])"
4120,"array([-0.38309474, -9.45174216])"
4121,"array([-1.60597458, -9.38025046])"
4122,"array([ -2.84971315, -10.94953625])"
4123,"array([ -1.80768741, -10.06514258])"
4124,"array([ -2.5626023 , -10.59483141])"
4125,"array([ -2.48818329, -10.38324823])"
4126,"array([ -2.57484443, -10.48449998])"
4127,"array([ -2.48381712, -10.45570846])"
4128,"array([ -2.31148644, -10.49981043])"
4129,"array([-1.32204439, -9.06083278])"
4130,"array([ -2.8249873 , -11.02687369])"
4131,"array([-1.45622691, -9.73860065])"
4132,"array([ -2.81966775, -10.27719487])"
4133,"array([-1.09882939, -9.23941504])"
4134,"array([ -2.24619725, -10.18710551])"
4135,"array([ -2.68943608, -10.41477162])"
4136,"array([ -2.62644249, -10.53421452])"
4137,"array([ -2.57173117, -11.19042268])"
4138,"array([-1.89647234, -9.31498807])"
4139,"array([ -2.32478966, -10.40400935])"
4140,"array([-2.6056265 , -9.74582477])"
4141,"array([-1.65731409, -9.78706446])"
4142,"array([-1.46529624, -9.11925228])"
4143,"array([-2.26001462, -9.79621963])"
4144,"array([-2.9426548 , -9.90424501])"
4145,"array([ -2.84736724, -10.68453727])"
4146,"array([-1.87758488, -9.70351311])"
4147,"array([-1.48902293, -9.79027262])"
4148,"array([ -2.44319726, -10.79984964])"
4149,"array([ -2.50466063, -10.61327615])"
4150,"array([-3.72908073, -8.28484454])"
4151,"array([-1.90231381, -8.90890648])"
4152,"array([-2.17378555, -9.39698882])"
4153,"array([-0.46755111, -9.19399609])"
4154,"array([-2.90338238, -8.29111761])"
4155,"array([ -3.42261348, -10.48468121])"
4156,"array([-1.10784712, -9.14718779])"
4157,"array([-1.65866927, -8.98170056])"
4158,"array([-2.99273108, -7.34240792])"
4159,"array([-2.80254986, -7.82906131])"
4160,"array([-1.91635892, -8.5678785 ])"
4161,"array([ -2.64810833, -10.67424201])"
4162,"array([-1.23922948, -9.79394506])"
4163,"array([-2.71352687, -8.50100227])"
4164,"array([-3.78138632, -8.72498001])"
4165,"array([-1.3391632 , -9.77272851])"
4166,"array([-2.16706682, -8.52789462])"
4167,"array([-2.75916487, -9.37026516])"
4168,"array([-1.65844032, -7.80676543])"
4169,"array([-2.32059582, -9.44029867])"
4170,"array([-3.0998869 , -7.70513901])"
4171,"array([-1.67989374, -7.34512194])"
4172,"array([-1.74031417, -9.31506877])"
4173,"array([-2.04684337, -7.1732943 ])"
4174,"array([-2.13991445, -7.0935266 ])"
4175,"array([-1.60262766, -8.59455674])"
4176,"array([-2.20724418, -8.41191816])"
4177,"array([-1.30623519, -8.96757557])"
4178,"array([-1.45616435, -8.37614894])"
4179,"array([-1.14886332, -8.3228059 ])"
4180,"array([-0.88225642, -8.21411565])"
4181,"array([-3.29730161, -8.67694196])"
4182,"array([-3.43175964, -8.95441577])"
4183,"array([-1.80932512, -7.24291458])"
4184,"array([-0.93842022, -8.18571669])"
4185,"array([-2.07444168, -7.61508763])"
4186,"array([-1.77207459, -8.56367916])"
4187,"array([-2.14112354, -7.68105068])"
4188,"array([-2.09506488, -7.40582241])"
4189,"array([-1.16205015, -8.4650719 ])"
4190,"array([-2.40863496, -7.7875535 ])"
4191,"array([-1.67669398, -8.20304612])"
4192,"array([-3.00338496, -7.9746787 ])"
4193,"array([-2.26992638, -7.59613221])"
4194,"array([-1.36727272, -8.2652496 ])"
4195,"array([-2.2229547 , -7.35157912])"
4196,"array([-0.94275442, -8.98950342])"
4197,"array([-0.59870325, -7.79791509])"
4198,"array([-1.05166741, -9.53082281])"
4199,"array([-1.89147809, -8.81783293])"
4200,"array([-3.09304191, -7.84837043])"
4201,"array([-3.02911181, -8.68528885])"
4202,"array([-1.42120622, -7.30479127])"
4203,"array([-3.75190769, -8.75699431])"
4204,"array([-2.08271219, -8.88825196])"
4205,"array([-3.26638144, -8.21948092])"
4206,"array([-2.47541832, -7.73007651])"
4207,"array([-2.58477262, -7.06088562])"
4208,"array([-2.73523065, -7.05141054])"
4209,"array([-2.2497491 , -7.95065854])"
4210,"array([-3.03698378, -9.10771914])"
4211,"array([-2.17249425, -6.95917544])"
4212,"array([-0.60128665, -8.91975253])"
4213,"array([-2.5963139 , -7.68785217])"
4214,"array([-2.33082868, -8.4822026 ])"
4215,"array([-2.64951721, -6.47174309])"
4216,"array([-1.15207087, -8.56917652])"
4217,"array([-3.26815519, -6.98077252])"
4218,"array([-2.9950608 , -7.27971482])"
4219,"array([-1.54758096, -7.68618528])"
4220,"array([-2.33228644, -7.53506978])"
4221,"array([-1.94567011, -7.5926322 ])"
4222,"array([-2.73984676, -7.12861551])"
4223,"array([-2.56061945, -7.47732928])"
4224,"array([-2.67802201, -7.35515099])"
4225,"array([-2.69560692, -7.54062912])"
4226,"array([-2.68883577, -7.81629451])"
4227,"array([-2.58239994, -6.98438975])"
4228,"array([-2.47729264, -6.94841083])"
4229,"array([-2.30163043, -7.86637496])"
4230,"array([-1.06150653, -8.62479603])"
4231,"array([-2.70079395, -7.2943447 ])"
4232,"array([-1.35432981, -7.4882241 ])"
4233,"array([-2.61065161, -7.98899092])"
4234,"array([-2.71173525, -6.13688148])"
4235,"array([-2.73268312, -7.2611579 ])"
4236,"array([-3.1097938 , -6.91449844])"
4237,"array([-1.06478484, -8.80917715])"
4238,"array([-2.76113727, -7.52754319])"
4239,"array([-1.90842428, -6.31844274])"
4240,"array([-2.18424554, -7.44528424])"
4241,"array([-3.14842725, -7.10121751])"
4242,"array([-2.45589004, -9.94675697])"
4243,"array([-3.09060482, -9.22079374])"
4244,"array([-3.89202668, -9.14236373])"
4245,"array([-4.16017826, -8.86334583])"
4246,"array([-3.1976845 , -8.57808728])"
4247,"array([-0.32622576, -9.55209081])"
4248,"array([-1.34485669, -9.22781003])"
4249,"array([ -1.86366305, -10.13220464])"
4250,"array([ -1.81038704, -10.17021182])"
4251,"array([ -1.65386751, -10.49867035])"
4252,"array([-3.79212157, -8.34858086])"
4253,"array([-3.80265561, -8.51327942])"
4254,"array([-2.26556303, -9.51510881])"
4255,"array([-4.13409503, -9.1570306 ])"
4256,"array([-3.65596198, -8.96808416])"
4257,"array([-0.86334634, -9.53910178])"
4258,"array([ -0.67732317, -10.00546023])"
4259,"array([-0.7020472 , -9.74525948])"
4260,"array([-4.08009088, -9.31433493])"
4261,"array([-0.94521858, -9.62451749])"
4262,"array([-2.28827544, -9.09625948])"
4263,"array([-0.45257205, -9.76330992])"
4264,"array([-0.55864355, -9.62632266])"
4265,"array([-1.82025395, -9.88370866])"
4266,"array([-0.74743448, -9.63720304])"
4267,"array([-0.82468108, -9.60495256])"
4268,"array([-2.21875451, -9.24406894])"
4269,"array([-2.96354756, -9.47312759])"
4270,"array([-3.21849379, -9.00515119])"
4271,"array([ -2.10062851, -10.48646719])"
4272,"array([-1.33604142, -9.45889385])"
4273,"array([-1.95557061, -9.2472413 ])"
4274,"array([-1.39053381, -9.65956275])"
4275,"array([ -2.26161379, -10.22128936])"
4276,"array([ -2.26088577, -10.08718752])"
4277,"array([ -1.89940498, -10.63026783])"
4278,"array([ -1.81771043, -10.73815383])"
4279,"array([-1.24341942, -8.13771611])"
4280,"array([-1.72472508, -9.51514287])"
4281,"array([-2.10735814, -9.36871934])"
4282,"array([-3.01938434, -8.57412004])"
4283,"array([-3.17943213, -8.53625127])"
4284,"array([-3.39089594, -9.68969479])"
4285,"array([-2.9991476 , -7.67946865])"
4286,"array([-2.61843407, -8.15476711])"
4287,"array([-3.71236609, -7.85575753])"
4288,"array([ -2.77439846, -10.86641308])"
4289,"array([ -2.77459567, -10.94254292])"
4290,"array([-1.37768215, -8.95293279])"
4291,"array([-2.50652484, -9.8375477 ])"
4292,"array([-1.97198081, -8.76170007])"
4293,"array([ -3.78354409, -10.42192865])"
4294,"array([-3.22772489, -9.13838933])"
4295,"array([ -2.37922544, -10.3864727 ])"
4296,"array([ -2.66473834, -10.10826141])"
4297,"array([-2.96544952, -9.64158842])"
4298,"array([ -3.70005391, -10.90581784])"
4299,"array([ -3.09699747, -10.05342819])"
4300,"array([ -2.35924876, -11.43364472])"
4301,"array([-3.33963518, -9.29874075])"
4302,"array([-3.09052247, -9.15432538])"
4303,"array([-3.30848306, -9.14791771])"
4304,"array([-3.07857072, -9.95792805])"
4305,"array([ -3.02135574, -10.09690117])"
4306,"array([-2.16710203, -9.79521506])"
4307,"array([-2.79037353, -9.62429432])"
4308,"array([-3.00428094, -9.62921362])"
4309,"array([ -2.28058933, -10.83310122])"
4310,"array([-2.29779905, -9.8531673 ])"
4311,"array([-2.58148964, -9.92654471])"
4312,"array([-3.07439322, -9.25718102])"
4313,"array([ -2.29173762, -10.76322824])"
4314,"array([-2.99725342, -9.96145647])"
4315,"array([-3.16993326, -9.42911527])"
4316,"array([-3.37866024, -9.72870608])"
4317,"array([-2.18416351, -9.71141947])"
4318,"array([-3.39520205, -8.38884351])"
4319,"array([-2.14177347, -9.82724775])"
4320,"array([-1.95327321, -8.81585908])"
4321,"array([-1.82023677, -9.77764232])"
4322,"array([-3.19076186, -9.46988783])"
4323,"array([ -1.75137155, -10.08834252])"
4324,"array([-1.15532896, -7.84236127])"
4325,"array([-1.61450472, -9.77494722])"
4326,"array([-3.5403423, -8.4730558])"
4327,"array([-2.96071836, -9.29779345])"
4328,"array([ -2.70542479, -11.18300368])"
4329,"array([-2.64360351, -9.76278536])"
4330,"array([-3.38668635, -9.49678604])"
4331,"array([-1.45948832, -8.45344347])"
4332,"array([-2.01710312, -9.41131242])"
4333,"array([ -3.15751741, -10.86234697])"
4334,"array([-2.00014759, -9.76276283])"
4335,"array([-3.49004846, -8.58036376])"
4336,"array([-3.50506351, -7.51241315])"
4337,"array([-3.1508804 , -8.56328006])"
4338,"array([-3.28425079, -9.86094784])"
4339,"array([-3.26349487, -8.73188432])"
4340,"array([-2.9606788 , -7.64107236])"
4341,"array([-3.08967531, -9.58049297])"
4342,"array([-3.74852087, -8.3385708 ])"
4343,"array([-3.61099488, -8.24991327])"
4344,"array([-3.71455207, -9.32547069])"
4345,"array([ -3.1825289 , -10.07386327])"
4346,"array([-3.64312051, -7.56595822])"
4347,"array([-3.67558748, -8.19081783])"
4348,"array([ -3.48040259, -10.47639047])"
4349,"array([-4.33350494, -8.11319037])"
4350,"array([-0.81764254, -8.6163476 ])"
4351,"array([ -2.78692042, -10.33928634])"
4352,"array([-3.45798767, -8.47146997])"
4353,"array([-3.67925509, -7.17194052])"
4354,"array([ -3.56907992, -10.62570068])"
4355,"array([-3.32338057, -8.49240185])"
4356,"array([-2.98828942, -9.90960706])"
4357,"array([-3.06160025, -6.09553771])"
4358,"array([-2.85155704, -7.01026012])"
4359,"array([-3.13987141, -7.45636043])"
4360,"array([ -1.87729955, -10.47357646])"
4361,"array([ -3.39178078, -10.29539452])"
4362,"array([-1.31852159, -9.87059206])"
4363,"array([-4.70460963, -8.02723901])"
4364,"array([ -4.53757026, -10.03144139])"
4365,"array([ -5.17370958, -10.49916795])"
4366,"array([-2.6115116 , -8.19165266])"
4367,"array([-2.74839339, -8.18507915])"
4368,"array([-1.70356809, -9.89393233])"
4369,"array([-3.6851817, -9.4467039])"
4370,"array([ -1.91070099, -10.36029063])"
4371,"array([-3.27315462, -7.76815027])"
4372,"array([-1.97655298, -9.50081529])"
4373,"array([-3.62219878, -8.48465463])"
4374,"array([-3.64477868, -9.42247448])"
4375,"array([-4.46324226, -8.87127998])"
4376,"array([-4.94717284, -8.71499301])"
4377,"array([-2.73668786, -7.96146984])"
4378,"array([-2.31016947, -8.54637399])"
4379,"array([-1.16247868, -8.08286878])"
4380,"array([-2.26262107, -9.83284558])"
4381,"array([-1.98505587, -9.87724589])"
4382,"array([-3.87921959, -8.5166844 ])"
4383,"array([-4.55920945, -8.53690915])"
4384,"array([-4.09434917, -8.76842575])"
4385,"array([-1.89928763, -7.86564488])"
4386,"array([-3.41179923, -7.98781992])"
4387,"array([-4.81641321, -7.95631602])"
4388,"array([-5.53393211, -7.64999701])"
4389,"array([-1.58906793, -9.30282595])"
4390,"array([-4.30331613, -9.63365766])"
4391,"array([ -0.22826163, -10.03815234])"
4392,"array([-0.9442388 , -9.74603573])"
4393,"array([ -1.90158212, -10.23797565])"
4394,"array([ -1.70560578, -10.34888714])"
4395,"array([-2.82090284, -8.20630141])"
4396,"array([-3.48455559, -7.40128728])"
4397,"array([-3.50815594, -7.45451955])"
4398,"array([-1.88437863, -7.06718324])"
4399,"array([-3.50275655, -7.15627204])"
4400,"array([-3.05528797, -7.57439744])"
4401,"array([-3.65799652, -9.07866074])"
4402,"array([-4.53328029, -9.35626501])"
4403,"array([-1.75312693, -9.89287039])"
4404,"array([-3.87284199, -7.00988628])"
4405,"array([-3.58226553, -7.47503102])"
4406,"array([-0.78391392, -9.7307281 ])"
4407,"array([-3.43911903, -8.092886  ])"
4408,"array([-3.05257273, -9.59261865])"
4409,"array([-1.82194451, -9.12631694])"
4410,"array([-1.28374559, -9.55590694])"
4411,"array([-0.58442457, -9.23554812])"
4412,"array([ -0.02292321, -10.00393642])"
4413,"array([-3.26740578, -8.61001581])"
4414,"array([-0.55871078, -9.50773555])"
4415,"array([-0.5344279 , -9.80083451])"
4416,"array([-1.45041529, -8.28668418])"
4417,"array([-3.216257  , -7.58030835])"
4418,"array([-3.40630753, -7.89782041])"
4419,"array([-1.07624961, -9.62513941])"
4420,"array([-3.49098707, -8.71751712])"
4421,"array([-0.84638631, -9.29337561])"
4422,"array([-4.32475946, -8.61865028])"
4423,"array([-0.44612225, -9.84867514])"
4424,"array([-0.36706905, -9.92715238])"
4425,"array([-0.19454222, -9.93840433])"
4426,"array([-12.92483732,   0.572835  ])"
4427,"array([-13.02614428,   0.41777028])"
4428,"array([-13.12522033,   0.26926895])"
4429,"array([-0.88710504, -9.20035214])"
4430,"array([-12.73405894,   0.88013331])"
4431,"array([-12.82510179,   0.7309737 ])"
4432,"array([-0.32111767, -9.85836919])"
4433,"array([-0.1284999 , -9.45635652])"
4434,"array([-1.91193266, -9.73912178])"
4435,"array([ -2.38137366, -10.53574363])"
4436,"array([-0.22958468, -9.15312002])"
4437,"array([-0.84864581, -9.02318524])"
4438,"array([-3.89863363, -9.19042281])"
4439,"array([-1.80340803, -7.75788682])"
4440,"array([-3.95104122, -9.37756499])"
4441,"array([-2.92950075, -8.24045253])"
4442,"array([-2.37194581, -8.30376394])"
4443,"array([-3.68709567, -9.23652115])"
4444,"array([-2.97253312, -8.66096552])"
4445,"array([-1.43364956, -8.3287244 ])"
4446,"array([-3.16495588, -8.08118286])"
4447,"array([-2.5584886, -7.8547608])"
4448,"array([-3.83895541, -8.66363728])"
4449,"array([-4.06070028, -8.79298844])"
4450,"array([-3.82697058, -8.92969459])"
4451,"array([-3.67609444, -8.79147642])"
4452,"array([-3.38122834, -8.19430561])"
4453,"array([-1.49626716, -8.10009302])"
4454,"array([-1.69301125, -8.03186296])"
4455,"array([-3.62642837, -8.89143808])"
4456,"array([-3.59978557, -9.10958446])"
4457,"array([-1.79790029, -6.92573349])"
4458,"array([-2.39563086, -7.69540562])"
4459,"array([-2.03199531, -8.24856834])"
4460,"array([-3.24993598, -9.02731797])"
4461,"array([-3.81592626, -8.78682253])"
4462,"array([-3.83961155, -9.38457368])"
4463,"array([-1.26153294, -8.39697583])"
4464,"array([-2.33169246, -7.06683435])"
4465,"array([-0.67833126, -8.05060299])"
4466,"array([-3.66472193, -8.57579529])"
4467,"array([-1.91012732, -8.35132567])"
4468,"array([-2.24832917, -8.11693797])"
4469,"array([-4.06670792, -9.45885691])"
4470,"array([-3.49234688, -8.89635048])"
4471,"array([-1.49412513, -6.78085779])"
4472,"array([-2.41138369, -9.80651437])"
4473,"array([-3.91686871, -9.27180167])"
4474,"array([-1.04098242, -8.32539988])"
4475,"array([-1.21426273, -8.40636463])"
4476,"array([-1.71853817, -8.68073518])"
4477,"array([-4.24126592, -9.31378861])"
4478,"array([-2.6946791 , -7.85508195])"
4479,"array([-1.33138773, -9.15082822])"
4480,"array([-2.82546227, -6.79412991])"
4481,"array([-4.47411529, -9.20501359])"
4482,"array([-5.01356089, -9.37794442])"
4483,"array([-4.31940637, -8.76573269])"
4484,"array([-3.71123231, -8.72481757])"
4485,"array([-3.93273695, -8.83211571])"
4486,"array([-2.37852658, -8.9261506 ])"
4487,"array([-3.14745376, -7.69814756])"
4488,"array([-3.43438461, -8.56565461])"
4489,"array([-1.34373139, -8.68642831])"
4490,"array([-2.31691743, -7.38810996])"
4491,"array([-3.72598175, -8.96750069])"
4492,"array([-3.86242865, -8.77395174])"
4493,"array([-3.01204585, -7.57355111])"
4494,"array([-2.94908459, -6.8662915 ])"
4495,"array([-1.77485188, -7.03030942])"
4496,"array([-3.80176332, -9.20596202])"
4497,"array([-3.87429161, -8.74085277])"
4498,"array([-3.96966629, -8.30030009])"
4499,"array([-1.1446114 , -8.01246882])"
4500,"array([-1.53707725, -9.17118337])"
4501,"array([-3.66855538, -6.08865001])"
4502,"array([-3.26985118, -6.89590016])"
4503,"array([-4.93269104, -9.41089013])"
4504,"array([ -2.87445596, -10.29340103])"
4505,"array([-4.05363197, -9.38234258])"
4506,"array([-3.61443023, -8.57735044])"
4507,"array([-0.74436632, -8.01875785])"
4508,"array([-3.04645889, -7.26380404])"
4509,"array([-3.48746694, -9.71759227])"
4510,"array([-3.31534586, -7.90994407])"
4511,"array([-1.53288539, -8.65342652])"
4512,"array([-3.91157149, -8.98509562])"
4513,"array([-2.6156811 , -6.77826728])"
4514,"array([-3.74162845, -9.25228562])"
4515,"array([-2.71346658, -7.20014503])"
4516,"array([-1.30946759, -7.31482649])"
4517,"array([-1.93665101, -7.63396263])"
4518,"array([-2.50823869, -7.29052994])"
4519,"array([-4.11045053, -8.39800653])"
4520,"array([-4.38161866, -8.25198243])"
4521,"array([-3.67165476, -8.88380646])"
4522,"array([-3.32059068, -9.32805769])"
4523,"array([-2.62105415, -7.33658875])"
4524,"array([-1.99980452, -7.20061814])"
4525,"array([-0.58531969, -8.16933337])"
4526,"array([-4.00532616, -9.20294548])"
4527,"array([-1.42091746, -8.24869402])"
4528,"array([-0.10929254, -8.02029864])"
4529,"array([-3.41921327, -9.33135731])"
4530,"array([-3.81760055, -9.61667497])"
4531,"array([-3.35156137, -9.56712282])"
