# index, name, _pos
7745,7656,"array([2.06160562, 1.05782923])"
7746,7766,"array([2.07946765, 1.09826774])"
7747,4620,"array([2.03175488, 1.10100096])"
7748,4621,"array([2.07440581, 1.07628745])"
7749,4623,"array([2.0591342 , 1.09290316])"
7750,10881,"array([2.05695298, 1.08509563])"
7751,4628,"array([2.04789025, 1.09016463])"
7752,7776,"array([2.04975866, 1.06821297])"
7753,1404,"array([2.08016126, 1.09616088])"
7754,7777,"array([2.06424824, 1.07397859])"
7755,1407,"array([2.11858656, 1.06372609])"
7756,7781,"array([2.04572386, 1.06730333])"
7757,10058,"array([2.06452527, 1.05683478])"
7758,7786,"array([2.09225864, 1.10602155])"
7759,12274,"array([2.05690882, 1.08612785])"
7760,11134,"array([2.0655678 , 1.09579717])"
7761,4638,"array([2.07655701, 1.11388326])"
7762,4640,"array([2.04742046, 1.09095619])"
7763,5046,"array([2.06546025, 1.09475213])"
7764,4641,"array([2.03998284, 1.06160808])"
7765,7797,"array([2.05084831, 1.08803483])"
7766,7800,"array([2.06063562, 1.1128295 ])"
7767,7801,"array([2.04417429, 1.08767583])"
7768,5638,"array([2.06368814, 1.04715415])"
7769,7807,"array([2.10073532, 1.11333247])"
7770,4648,"array([2.04677887, 1.08255434])"
7771,5695,"array([2.0403404 , 1.09526207])"
7772,7176,"array([2.09676175, 1.0686935 ])"
7773,4524,"array([2.06571641, 1.11520713])"
7774,4652,"array([2.05115346, 1.05733798])"
7775,7172,"array([2.06471174, 1.06282534])"
7776,7814,"array([2.04741326, 1.06613916])"
7777,4655,"array([2.06354882, 1.05301853])"
7778,10920,"array([2.04400984, 1.08872045])"
7779,10923,"array([2.08952712, 1.07215257])"
7780,4659,"array([2.05752911, 1.10475007])"
7781,10924,"array([2.0924162 , 1.09591796])"
7782,8665,"array([2.05520534, 1.09841601])"
7783,7825,"array([2.04330264, 1.10078102])"
7784,7827,"array([2.04000543, 1.09082065])"
7785,4665,"array([2.03832102, 1.08545315])"
7786,7832,"array([2.06758406, 1.05646124])"
7787,7835,"array([2.05269512, 1.07027132])"
7788,12420,"array([2.03966735, 1.11138629])"
7789,7839,"array([2.07157042, 1.07379168])"
7790,11316,"array([2.06288931, 1.06235997])"
7791,10940,"array([2.06128942, 1.09154432])"
7792,4669,"array([2.03813778, 1.09196306])"
7793,10943,"array([2.0453555 , 1.09604993])"
7794,4674,"array([2.04899158, 1.06889739])"
7795,10948,"array([2.03531184, 1.10117029])"
7796,10949,"array([2.0506306 , 1.06879276])"
7797,4680,"array([2.08726982, 1.05378574])"
7798,10950,"array([2.08323233, 1.09435207])"
7799,7671,"array([2.04694971, 1.10355257])"
7800,7855,"array([2.04516898, 1.07366935])"
7801,10953,"array([2.05992764, 1.06253135])"
7802,4688,"array([2.09089585, 1.0680988 ])"
7803,8896,"array([2.04008845, 1.09404573])"
7804,10957,"array([2.09339114, 1.10882215])"
7805,10960,"array([2.05411773, 1.06884994])"
7806,10962,"array([2.08871381, 1.04953167])"
7807,9754,"array([2.06397727, 1.10995835])"
7808,7872,"array([2.07402068, 1.05348366])"
7809,7873,"array([2.05140599, 1.0635124 ])"
7810,4532,"array([2.03787482, 1.08020093])"
7811,10968,"array([2.06878775, 1.09129894])"
7812,10974,"array([2.08689304, 1.10911297])"
7813,7884,"array([2.05081294, 1.10850611])"
7814,4704,"array([2.05129536, 1.07589489])"
7815,6617,"array([2.05993753, 1.11519561])"
7816,7887,"array([2.04978968, 1.1069528 ])"
7817,7889,"array([2.07425003, 1.09142056])"
7818,11323,"array([2.03860764, 1.09914031])"
7819,8975,"array([2.06401926, 1.07554123])"
7820,9060,"array([2.09200354, 1.07786811])"
7821,8715,"array([2.09318518, 1.10567504])"
7822,7891,"array([2.04392405, 1.06848839])"
7823,7892,"array([2.04806473, 1.09951459])"
7824,10984,"array([2.05328265, 1.11390399])"
7825,7894,"array([2.0673321 , 1.06290324])"
7826,11324,"array([2.0528451 , 1.09270656])"
7827,4721,"array([2.07398597, 1.06554897])"
7828,10993,"array([2.05491311, 1.10778999])"
7829,7897,"array([2.05685972, 1.06964008])"
7830,9150,"array([2.04619124, 1.07561926])"
7831,10997,"array([2.05999105, 1.07794313])"
7832,7901,"array([2.05618838, 1.07725413])"
7833,9163,"array([2.06839492, 1.11510495])"
7834,9914,"array([2.05725158, 1.06771426])"
7835,7908,"array([2.06590862, 1.10578613])"
7836,7909,"array([2.0543159 , 1.08101846])"
7837,9242,"array([2.08053068, 1.07511996])"
7838,11008,"array([2.08536177, 1.0661713 ])"
7839,4737,"array([2.08047756, 1.08298482])"
7840,7922,"array([2.07747248, 1.10741182])"
7841,9299,"array([2.07708753, 1.10842861])"
7842,5004,"array([2.08804353, 1.0685691 ])"
7843,10807,"array([2.06490132, 1.10265667])"
7844,4746,"array([2.05878816, 1.07515572])"
7845,5869,"array([2.06591036, 1.11047697])"
7846,11865,"array([2.06794462, 1.10612004])"
7847,7937,"array([2.07185682, 1.06953683])"
7848,7320,"array([2.06276225, 1.05032939])"
7849,4758,"array([2.10443724, 1.08492905])"
7850,11021,"array([2.05298647, 1.10793056])"
7851,11023,"array([2.06359002, 1.04315017])"
7852,4761,"array([2.0489147 , 1.10433244])"
7853,8936,"array([2.06958732, 1.05771254])"
7854,7945,"array([2.09620331, 1.09648774])"
7855,7947,"array([2.0960723 , 1.08175272])"
7856,7715,"array([2.08229353, 1.11238659])"
7857,7948,"array([2.07795677, 1.11884906])"
7858,4767,"array([2.06130877, 1.07248508])"
7859,11034,"array([2.05518165, 1.05438915])"
7860,4769,"array([2.06453262, 1.06486711])"
7861,4771,"array([2.04793258, 1.08026818])"
7862,3479,"array([2.09416765, 1.04743914])"
7863,11039,"array([2.0389738 , 1.09102255])"
7864,11041,"array([2.06955708, 1.07851891])"
7865,11847,"array([2.07339279, 1.06129402])"
7866,11044,"array([2.04848864, 1.09390233])"
7867,7043,"array([2.0595516 , 1.09868291])"
7868,11046,"array([2.06159118, 1.10427747])"
7869,7962,"array([2.04617642, 1.06318937])"
7870,11050,"array([2.0642805 , 1.09806739])"
7871,7964,"array([2.04191059, 1.06922257])"
7872,7967,"array([2.09709578, 1.0771924 ])"
7873,7968,"array([2.03727583, 1.07501753])"
7874,7969,"array([2.03083036, 1.08589415])"
7875,7970,"array([2.08861258, 1.10292243])"
7876,11057,"array([2.05458286, 1.05197708])"
7877,3218,"array([2.03655384, 1.06381071])"
7878,6669,"array([2.07005519, 1.06672522])"
7879,9355,"array([2.06698432, 1.07222686])"
7880,4788,"array([2.05401158, 1.05442893])"
7881,7973,"array([2.07357532, 1.08565067])"
7882,11060,"array([2.04345457, 1.08287247])"
7883,8062,"array([2.05817834, 1.10098336])"
7884,10326,"array([2.06807723, 1.09234538])"
7885,11069,"array([2.0671464 , 1.10435725])"
7886,11071,"array([2.08853473, 1.09339531])"
7887,7982,"array([2.05810183, 1.07584398])"
7888,4798,"array([2.04832843, 1.10576297])"
7889,4802,"array([2.05623216, 1.06863294])"
7890,4804,"array([2.05547399, 1.05262521])"
7891,7192,"array([2.06988594, 1.06968101])"
7892,4805,"array([2.08188781, 1.09792259])"
7893,4806,"array([2.09743547, 1.10699495])"
7894,10818,"array([2.07932349, 1.10495271])"
7895,11088,"array([2.09543257, 1.08718437])"
7896,7530,"array([2.05523987, 1.07292445])"
7897,7998,"array([2.09310898, 1.09348068])"
7898,1619,"array([2.03156878, 1.07737716])"
7899,4817,"array([2.08222197, 1.08055313])"
7900,11092,"array([2.06044433, 1.08777391])"
7901,5669,"array([2.09871347, 1.06148081])"
7902,4827,"array([2.09115804, 1.08073579])"
7903,11100,"array([2.0910504 , 1.09473661])"
7904,9781,"array([2.05050916, 1.07747555])"
7905,7422,"array([2.0750804 , 1.11535947])"
7906,11105,"array([2.04281138, 1.08929697])"
7907,9809,"array([2.09874403, 1.08381644])"
7908,8018,"array([2.086728  , 1.05820886])"
7909,11107,"array([2.06398834, 1.07955114])"
7910,7708,"array([2.05502491, 1.08954699])"
7911,11109,"array([2.05693946, 1.11671811])"
7912,2350,"array([2.03032786, 1.08988459])"
7913,11110,"array([2.0612645 , 1.06135075])"
7914,8023,"array([2.07688755, 1.10528476])"
7915,4331,"array([2.06174492, 1.12011462])"
7916,8027,"array([2.06591142, 1.0551064 ])"
7917,7942,"array([2.07318552, 1.09371092])"
7918,8033,"array([2.04867218, 1.07097191])"
7919,8034,"array([2.07795454, 1.10468063])"
7920,4858,"array([2.04275905, 1.09877823])"
7921,8036,"array([2.06123132, 1.09758602])"
7922,8039,"array([2.07237412, 1.07537   ])"
7923,11128,"array([2.05401396, 1.06353739])"
7924,4866,"array([2.06122816, 1.0808371 ])"
7925,11132,"array([2.0567254 , 1.06563978])"
7926,8044,"array([2.06002363, 1.06355279])"
7927,4870,"array([2.06636342, 1.11232796])"
7928,4872,"array([2.04293225, 1.08712517])"
7929,4876,"array([2.07308209, 1.06013901])"
7930,4877,"array([2.05060849, 1.07512496])"
7931,8054,"array([2.0463578 , 1.10168812])"
7932,4883,"array([2.05581112, 1.08772269])"
7933,5242,"array([2.05861584, 1.11881311])"
7934,11143,"array([2.09966879, 1.09456984])"
7935,8057,"array([2.06907713, 1.09240897])"
7936,4886,"array([2.06565676, 1.07265428])"
7937,11146,"array([2.06253883, 1.1116586 ])"
7938,11148,"array([2.04309568, 1.08486208])"
7939,8060,"array([2.05839426, 1.05921207])"
7940,6150,"array([2.05602543, 1.07223395])"
7941,4895,"array([2.07096251, 1.10287498])"
7942,4898,"array([2.04734567, 1.10535529])"
7943,1689,"array([2.03043152, 1.08165284])"
7944,11159,"array([2.04104386, 1.09618953])"
7945,7209,"array([2.0670911 , 1.06595664])"
7946,4907,"array([2.09049052, 1.1000212 ])"
7947,8067,"array([2.06121737, 1.06986977])"
7948,8068,"array([2.09546931, 1.10686973])"
7949,8069,"array([2.07236284, 1.07059819])"
7950,11165,"array([2.09052541, 1.08356016])"
7951,8919,"array([2.05179474, 1.05404357])"
7952,4915,"array([2.08579419, 1.05865222])"
7953,8076,"array([2.04648961, 1.09107096])"
7954,9791,"array([2.09444301, 1.05666453])"
7955,4923,"array([2.0411034, 1.0839012])"
7956,4925,"array([2.08143511, 1.06708019])"
7957,11177,"array([2.03449327, 1.05901146])"
7958,7214,"array([2.03940178, 1.07199568])"
7959,4933,"array([2.05389918, 1.06659666])"
7960,1715,"array([2.03338564, 1.09924961])"
7961,10306,"array([2.08741839, 1.07792276])"
7962,4566,"array([2.07415133, 1.05958406])"
7963,4943,"array([2.06056814, 1.10808009])"
7964,11189,"array([2.08041085, 1.11665805])"
7965,4945,"array([2.06081146, 1.09919418])"
7966,8092,"array([2.10030721, 1.09786075])"
7967,11192,"array([2.06951319, 1.05896638])"
7968,10353,"array([2.05892055, 1.09788671])"
7969,8096,"array([2.06277009, 1.07255507])"
7970,11194,"array([2.07231868, 1.08697682])"
7971,11195,"array([2.04620268, 1.09670977])"
7972,4956,"array([2.09136189, 1.1009202 ])"
7973,11198,"array([2.04423452, 1.08418747])"
7974,8105,"array([2.04605097, 1.08686124])"
7975,4959,"array([2.0565982 , 1.08302203])"
7976,11202,"array([2.0784692, 1.1066099])"
7977,11203,"array([2.06707773, 1.1150462 ])"
7978,11205,"array([2.05836254, 1.10533209])"
7979,6108,"array([2.09767429, 1.09646907])"
7980,4963,"array([2.07542438, 1.09723853])"
7981,8115,"array([2.05569965, 1.10135291])"
7982,8242,"array([2.05866835, 1.0920995 ])"
7983,11220,"array([2.08745668, 1.0591232 ])"
7984,4978,"array([2.08397392, 1.0695876 ])"
7985,4981,"array([2.06598877, 1.10768176])"
7986,8245,"array([2.06718784, 1.05938562])"
7987,11228,"array([2.05234746, 1.05275919])"
7988,4986,"array([2.06940945, 1.08518452])"
7989,8134,"array([2.09422476, 1.10602774])"
7990,5735,"array([2.06620177, 1.11774383])"
7991,4196,"array([2.07111308, 1.03727479])"
7992,8140,"array([2.07582418, 1.12440884])"
7993,8145,"array([2.08803778, 1.05314574])"
7994,4998,"array([2.07172193, 1.11052978])"
7995,4999,"array([2.08311503, 1.10456859])"
7996,8148,"array([2.05609994, 1.07121491])"
7997,11250,"array([2.06880639, 1.11125126])"
7998,5002,"array([2.0841449, 1.0831328])"
7999,4375,"array([2.06328246, 1.09571281])"
8000,6842,"array([2.06897023, 1.04658484])"
8001,8154,"array([2.06952908, 1.05650652])"
8002,9521,"array([2.08104565, 1.07847537])"
8003,2218,"array([2.03512677, 1.09964942])"
8004,5006,"array([2.03053867, 1.07877463])"
8005,11255,"array([2.05504364, 1.08510056])"
8006,4402,"array([2.03047812, 1.06730917])"
8007,8157,"array([2.05795236, 1.06023206])"
8008,8160,"array([2.05651652, 1.11793275])"
8009,11260,"array([2.08589056, 1.07003874])"
8010,11262,"array([2.06718877, 1.0972238 ])"
8011,11266,"array([2.03994321, 1.08829605])"
8012,5012,"array([2.05625852, 1.06029658])"
8013,11267,"array([2.07644374, 1.06099594])"
8014,11268,"array([2.04698911, 1.09194786])"
8015,8162,"array([2.0723534 , 1.06307555])"
8016,11271,"array([2.0907597 , 1.10730717])"
8017,5018,"array([2.04025261, 1.11465025])"
8018,7727,"array([2.06972511, 1.11670235])"
8019,5020,"array([2.0398649 , 1.07388661])"
8020,11275,"array([2.08703405, 1.06731104])"
8021,11276,"array([2.05859817, 1.05016907])"
8022,11278,"array([2.08283033, 1.07822194])"
8023,5025,"array([2.05857891, 1.11348904])"
8024,11280,"array([2.03690633, 1.07948682])"
8025,8171,"array([2.0549581 , 1.10372768])"
8026,9043,"array([2.08456493, 1.09309685])"
8027,5029,"array([2.04598616, 1.08075629])"
8028,11289,"array([2.07308117, 1.12138144])"
8029,7226,"array([2.07392516, 1.07057154])"
8030,4581,"array([2.05057693, 1.05412309])"
8031,5036,"array([2.11212389, 1.10682195])"
8032,5037,"array([2.05292668, 1.05839327])"
8033,8179,"array([2.05448241, 1.11187867])"
8034,8180,"array([2.04501096, 1.0569029 ])"
8035,4624,"array([2.07010171, 1.1177463 ])"
8036,11303,"array([2.0560223 , 1.11571728])"
8037,5045,"array([2.0748122 , 1.10426201])"
8038,11307,"array([2.06540919, 1.11273869])"
8039,8188,"array([2.04335453, 1.06739734])"
8040,11314,"array([2.06493565, 1.10753746])"
8041,8190,"array([2.04634068, 1.08999491])"
8042,8191,"array([2.0460436, 1.0819544])"
8043,8194,"array([2.04448901, 1.06453206])"
8044,8199,"array([2.05191421, 1.11392088])"
8045,4697,"array([2.0479461 , 1.05489813])"
8046,5059,"array([2.09533041, 1.05892497])"
8047,11399,"array([2.04530038, 1.10957978])"
8048,4706,"array([2.12759845, 1.06687109])"
8049,10854,"array([2.10636564, 1.11084737])"
8050,8441,"array([2.04186708, 1.08996058])"
8051,9913,"array([2.07545475, 1.11328136])"
8052,8206,"array([2.05037367, 1.05927743])"
8053,12427,"array([2.07319418, 1.1193746 ])"
8054,11328,"array([2.05029463, 1.07303167])"
8055,8210,"array([2.09752848, 1.1030944 ])"
8056,11017,"array([2.08160952, 1.09150488])"
8057,8212,"array([2.08445087, 1.06878902])"
8058,11332,"array([2.05683084, 1.11273871])"
8059,11335,"array([2.04718459, 1.07491695])"
8060,8215,"array([2.03554332, 1.05742514])"
8061,8216,"array([2.04224003, 1.07037739])"
8062,11338,"array([2.05908089, 1.0673734 ])"
8063,5078,"array([2.07694886, 1.06035406])"
8064,8221,"array([2.07620667, 1.12067473])"
8065,9055,"array([2.0601162 , 1.10331257])"
8066,10856,"array([2.09000337, 1.10200269])"
8067,4822,"array([2.04868449, 1.10034442])"
8068,8224,"array([2.06553434, 1.10176805])"
8069,5085,"array([2.06778479, 1.07482651])"
8070,5086,"array([2.04081532, 1.10003441])"
8071,11346,"array([2.06415077, 1.0657266 ])"
8072,8228,"array([2.08721986, 1.07440166])"
8073,11349,"array([2.0450618 , 1.08721709])"
8074,11350,"array([2.06096751, 1.07848459])"
8075,8232,"array([2.06585021, 1.07430738])"
8076,5090,"array([2.06092103, 1.11570641])"
8077,5091,"array([2.04616276, 1.0694635 ])"
8078,5360,"array([2.07593671, 1.07343871])"
8079,5093,"array([2.06807284, 1.08523074])"
8080,5094,"array([2.06673599, 1.10861948])"
8081,5095,"array([2.05977121, 1.0996958 ])"
8082,5097,"array([2.09117484, 1.08882351])"
8083,4510,"array([2.09145799, 1.08484483])"
8084,11361,"array([2.05351152, 1.09082364])"
8085,11365,"array([2.0377581 , 1.07374727])"
8086,11366,"array([2.06346096, 1.06480487])"
8087,11367,"array([2.0780809 , 1.10573271])"
8088,5106,"array([2.07818775, 1.07467877])"
8089,2025,"array([2.03865841, 1.05625046])"
8090,11369,"array([2.03405935, 1.06607651])"
8091,8246,"array([2.03418063, 1.10250181])"
8092,6680,"array([2.0691678 , 1.11881626])"
8093,11373,"array([2.0755456 , 1.07675336])"
8094,11374,"array([2.04874275, 1.05710776])"
8095,1875,"array([2.02944701, 1.0708391 ])"
8096,11379,"array([2.04385806, 1.08674884])"
8097,1883,"array([2.03280361, 1.09185751])"
8098,11385,"array([2.04124319, 1.07658081])"
8099,11387,"array([2.03561896, 1.10838252])"
8100,8262,"array([2.05282753, 1.10586391])"
8101,5125,"array([2.04784818, 1.08237656])"
8102,8267,"array([2.09649362, 1.06109354])"
8103,8268,"array([2.03793224, 1.05436548])"
8104,5127,"array([2.04834551, 1.10139609])"
8105,5128,"array([2.06825185, 1.06547461])"
8106,5134,"array([2.103742  , 1.06396046])"
8107,8277,"array([2.06309768, 1.09661701])"
8108,11395,"array([2.07145856, 1.12155242])"
8109,5576,"array([2.03996783, 1.06548477])"
8110,8089,"array([2.05367534, 1.04526105])"
8111,11402,"array([2.03956608, 1.07864083])"
8112,5131,"array([2.05361108, 1.1110804 ])"
8113,5147,"array([2.05530727, 1.07906721])"
8114,8285,"array([2.03285213, 1.10420554])"
8115,8783,"array([2.04663025, 1.09815537])"
8116,5265,"array([2.04994219, 1.07581035])"
8117,11508,"array([2.04468686, 1.09927276])"
8118,11393,"array([2.06764145, 1.05846532])"
8119,11408,"array([2.06224175, 1.10603101])"
8120,5150,"array([2.03173927, 1.09047766])"
8121,11411,"array([2.05363468, 1.09517628])"
8122,5153,"array([2.04375428, 1.098451  ])"
8123,8296,"array([2.04978713, 1.08057327])"
8124,5156,"array([2.04615785, 1.10801061])"
8125,11416,"array([2.07045966, 1.06211626])"
8126,5159,"array([2.04395022, 1.09273071])"
8127,11421,"array([2.07900672, 1.07248811])"
8128,11423,"array([2.06007892, 1.06714751])"
8129,4602,"array([2.07073705, 1.05008108])"
8130,8304,"array([2.08435709, 1.10943088])"
8131,5166,"array([2.07644131, 1.08839289])"
8132,5167,"array([2.06990509, 1.0759118 ])"
8133,5171,"array([2.04879125, 1.0817795 ])"
8134,5175,"array([2.04561569, 1.08451455])"
8135,10359,"array([2.06410234, 1.05208627])"
8136,8313,"array([2.06689725, 1.10644017])"
8137,11438,"array([2.03480946, 1.09625303])"
8138,7168,"array([2.10852782, 1.08969227])"
8139,5179,"array([2.07585265, 1.05520448])"
8140,8317,"array([2.0986753 , 1.05191499])"
8141,8318,"array([2.05862856, 1.08163971])"
8142,5183,"array([2.04873109, 1.08838824])"
8143,11443,"array([2.05453634, 1.11054311])"
8144,11444,"array([2.04731391, 1.08856938])"
8145,11445,"array([2.06228024, 1.09107873])"
8146,11448,"array([2.07726438, 1.11776197])"
8147,5190,"array([2.06691592, 1.07845703])"
8148,8323,"array([2.07627716, 1.10211131])"
8149,11981,"array([2.06876951, 1.09667007])"
8150,8324,"array([2.05103592, 1.06119364])"
8151,11453,"array([2.05560316, 1.06110469])"
8152,8325,"array([2.0679309 , 1.06661879])"
8153,9824,"array([2.05312644, 1.05378593])"
8154,5195,"array([2.04010542, 1.07499961])"
8155,11458,"array([2.06862723, 1.11653143])"
8156,11459,"array([2.07661827, 1.08090658])"
8157,8327,"array([2.04375508, 1.07153275])"
8158,11463,"array([2.07411901, 1.09726371])"
8159,5497,"array([2.05964627, 1.07355593])"
8160,8332,"array([2.05273528, 1.05479612])"
8161,8333,"array([2.06228542, 1.09600179])"
8162,5203,"array([2.06735203, 1.05754089])"
8163,8336,"array([2.08119609, 1.10299725])"
8164,5207,"array([2.0402107 , 1.08004172])"
8165,11473,"array([2.05482838, 1.06970457])"
8166,11475,"array([2.05724368, 1.09715663])"
8167,5215,"array([2.07630552, 1.06576004])"
8168,11478,"array([2.06299323, 1.10980835])"
8169,8345,"array([2.04085953, 1.0902735 ])"
8170,8346,"array([2.07275962, 1.11830111])"
8171,5967,"array([2.06616977, 1.09010182])"
8172,8349,"array([2.04418672, 1.06680533])"
8173,11915,"array([2.04516751, 1.08133416])"
8174,5224,"array([2.04957039, 1.09046672])"
8175,11487,"array([2.05934674, 1.05868686])"
8176,8356,"array([2.06803271, 1.10498104])"
8177,4993,"array([2.06527953, 1.11690296])"
8178,8796,"array([2.08321853, 1.06070272])"
8179,9838,"array([2.06889645, 1.10583583])"
8180,11356,"array([2.05430471, 1.09906829])"
8181,5230,"array([2.04359466, 1.04901911])"
8182,11499,"array([2.07431109, 1.12605413])"
8183,5231,"array([2.0613354, 1.0904474])"
8184,12016,"array([2.03989963, 1.08947719])"
8185,8367,"array([2.06812738, 1.10039891])"
8186,5236,"array([2.05480715, 1.08801601])"
8187,5739,"array([2.06389915, 1.10251966])"
8188,5237,"array([2.06755845, 1.11586277])"
8189,2006,"array([2.03666398, 1.10678506])"
8190,11509,"array([2.06361764, 1.09356494])"
8191,11512,"array([2.05576028, 1.08430348])"
8192,5244,"array([2.06904185, 1.10405752])"
8193,8377,"array([2.04848301, 1.09118308])"
8194,10488,"array([2.04943158, 1.08371673])"
8195,8382,"array([2.03936216, 1.08646325])"
8196,5816,"array([2.06385075, 1.12054178])"
8197,9845,"array([2.07548119, 1.11439344])"
8198,6209,"array([2.06193762, 1.08526804])"
8199,4363,"array([2.0506598 , 1.08220597])"
8200,5258,"array([2.08105721, 1.07200312])"
8201,8489,"array([2.05424458, 1.07737114])"
8202,11534,"array([2.04300095, 1.06948843])"
8203,12192,"array([2.05381943, 1.06792479])"
8204,5263,"array([2.09146146, 1.08668209])"
8205,5264,"array([2.07306358, 1.06615859])"
8206,12210,"array([2.09321719, 1.06128146])"
8207,11541,"array([2.0505034 , 1.06601899])"
8208,5932,"array([2.07142503, 1.09102136])"
8209,8400,"array([2.05689699, 1.06274511])"
8210,11544,"array([2.06193986, 1.04291627])"
8211,11545,"array([2.04555551, 1.09159221])"
8212,5271,"array([2.06492364, 1.08225769])"
8213,8404,"array([2.05895676, 1.0514356 ])"
8214,11547,"array([2.05949938, 1.05454802])"
8215,5969,"array([2.05627293, 1.06195394])"
8216,5276,"array([2.05340446, 1.05991663])"
8217,12257,"array([2.07637112, 1.05296296])"
8218,11415,"array([2.09189356, 1.09769258])"
8219,8410,"array([2.08962933, 1.06307097])"
8220,8411,"array([2.0572292 , 1.07292998])"
8221,5282,"array([2.11265408, 1.0895434 ])"
8222,5284,"array([2.06628761, 1.06265764])"
8223,5285,"array([2.04361425, 1.09170396])"
8224,8413,"array([2.08888903, 1.06475609])"
8225,11559,"array([2.05190676, 1.0514142 ])"
8226,11381,"array([2.04964904, 1.0664644 ])"
8227,5289,"array([2.04755181, 1.10034017])"
8228,11565,"array([2.06048994, 1.08904431])"
8229,8423,"array([2.05667447, 1.1052458 ])"
8230,5292,"array([2.0522073 , 1.09506586])"
8231,6351,"array([2.04451421, 1.07067473])"
8232,2068,"array([2.05729535, 1.12278862])"
8233,5294,"array([2.04320545, 1.08593356])"
8234,8427,"array([2.05017339, 1.08875459])"
8235,5300,"array([2.06139192, 1.11124302])"
8236,11578,"array([2.03705929, 1.08488702])"
8237,11579,"array([2.06641114, 1.08743154])"
8238,5304,"array([2.07035832, 1.10093052])"
8239,11581,"array([2.05102326, 1.06787226])"
8240,9859,"array([2.07347317, 1.07481743])"
8241,5308,"array([2.06280973, 1.09290834])"
8242,8811,"array([2.05577982, 1.04865448])"
8243,11844,"array([2.06459623, 1.08879494])"
8244,5312,"array([2.05298397, 1.10063799])"
8245,8444,"array([2.05124658, 1.06674124])"
8246,11589,"array([2.1000039 , 1.06111373])"
8247,6283,"array([2.0539539, 1.0852864])"
8248,8452,"array([2.07377875, 1.08426825])"
8249,5321,"array([2.04676834, 1.09944428])"
8250,5322,"array([2.07122518, 1.10927442])"
8251,8456,"array([2.0744141 , 1.05782094])"
8252,2100,"array([2.03487369, 1.06435183])"
8253,5325,"array([2.05047482, 1.09395403])"
8254,2102,"array([2.04669423, 1.11524602])"
8255,10385,"array([2.06236666, 1.07417296])"
8256,6350,"array([2.05533219, 1.07058078])"
8257,5335,"array([2.05490593, 1.08355831])"
8258,11607,"array([2.03919657, 1.0838794 ])"
8259,6402,"array([2.056066  , 1.09207154])"
8260,5338,"array([2.07575453, 1.08680697])"
8261,10889,"array([2.07044791, 1.11592501])"
8262,8469,"array([2.07923033, 1.11683723])"
8263,6423,"array([2.04291181, 1.09268851])"
8264,6428,"array([2.04107978, 1.05386853])"
8265,8474,"array([2.05941216, 1.10521716])"
8266,8475,"array([2.03989523, 1.06960843])"
8267,8476,"array([2.04093712, 1.07759408])"
8268,4469,"array([2.08825987, 1.06413278])"
8269,5800,"array([2.05264073, 1.08802952])"
8270,5351,"array([2.05474455, 1.07982932])"
8271,6385,"array([2.04393419, 1.06372019])"
8272,8484,"array([2.06344143, 1.07462918])"
8273,7986,"array([2.04955233, 1.05244424])"
8274,8490,"array([2.08190593, 1.08437286])"
8275,10894,"array([2.06306629, 1.076174  ])"
8276,11632,"array([2.05845868, 1.07071612])"
8277,2138,"array([2.05241249, 1.11958095])"
8278,8494,"array([2.07426433, 1.11294263])"
8279,9925,"array([2.0744309 , 1.11403714])"
8280,5362,"array([2.11225811, 1.08861862])"
8281,5363,"array([2.07062737, 1.09378089])"
8282,8496,"array([2.05297094, 1.10466197])"
8283,6965,"array([2.05260672, 1.06208634])"
8284,6749,"array([2.10441727, 1.09069734])"
8285,11639,"array([2.07783799, 1.11125221])"
8286,7364,"array([2.07168261, 1.05226411])"
8287,11642,"array([2.06955423, 1.09868358])"
8288,7785,"array([2.03992691, 1.09662039])"
8289,11643,"array([2.05381289, 1.05545139])"
8290,11644,"array([2.0423239 , 1.08300973])"
8291,11645,"array([2.06166518, 1.05424345])"
8292,8507,"array([2.0603721 , 1.06811447])"
8293,10158,"array([2.07049053, 1.0724859 ])"
8294,10681,"array([2.06039345, 1.08012076])"
8295,7277,"array([2.06594487, 1.10021817])"
8296,6675,"array([2.053785  , 1.10525794])"
8297,11656,"array([2.05292499, 1.09000238])"
8298,10898,"array([2.06514748, 1.10448891])"
8299,8516,"array([2.04284968, 1.07242436])"
8300,9347,"array([2.06866313, 1.05312812])"
8301,5384,"array([2.0586199 , 1.05661969])"
8302,8524,"array([2.05369478, 1.0881173 ])"
8303,5387,"array([2.06931444, 1.10866387])"
8304,5389,"array([2.05626693, 1.11178936])"
8305,8529,"array([2.0588134 , 1.10713285])"
8306,5392,"array([2.05971425, 1.10874811])"
8307,5501,"array([2.06423138, 1.08146572])"
8308,4389,"array([2.04769675, 1.08418493])"
8309,11676,"array([2.09111996, 1.1171965 ])"
8310,11677,"array([2.03906768, 1.11331723])"
8311,6453,"array([2.07974644, 1.11276998])"
8312,8540,"array([2.04893337, 1.07602206])"
8313,5401,"array([2.06055189, 1.09574498])"
8314,9891,"array([2.04016365, 1.0764287 ])"
8315,8542,"array([2.05419425, 1.0763012 ])"
8316,11683,"array([2.0581409 , 1.07699076])"
8317,12553,"array([2.0435281, 1.0599506])"
8318,7752,"array([2.08094403, 1.0766493 ])"
8319,8551,"array([2.0650364 , 1.04695496])"
8320,8555,"array([2.08820844, 1.09201013])"
8321,6757,"array([2.04665065, 1.05776256])"
